Unnamed: 0,number,name,rookie_year,country,has_website,auto_park,tele_ascent,auto_sample_net,auto_sample_low,auto_sample_high,auto_specimen_low,auto_specimen_high,teleop_sample_net,teleop_sample_low,teleop_sample_high,teleop_specimen_low,teleop_specimen_high,minor_fouls,major_fouls,auto_points,teleop_points,rank,estimated_contribution_opr,wins,losses,ties,awards
0,9662,Apollo,2014,Israel,True,"False,False,False,False,False,False,False,False,False,False,False,False,False","NONE,ASCENT_1,NONE,ASCENT_3,NONE,OBSERVATION_ZONE,NONE,ASCENT_1,ASCENT_1,NONE,ASCENT_1,ASCENT_1,ASCENT_3","0,0,0,0,0,1,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","4,4,3,3,3,1,3,1,4,1,1,0,2","0,0,0,0,0,0,0,0,0,1,0,0,0","1,0,0,1,0,0,0,4,0,0,2,0,0","4,0,3,2,1,2,0,0,1,2,4,0,7","0,0,0,0,0,0,0,0,0,0,0,0,0","6,7,5,11,3,3,14,11,12,1,1,6,10","0,0,0,0,0,0,0,0,0,1,0,0,0","5,8,0,1,0,0,0,10,0,0,11,0,0","0,1,1,1,0,0,0,0,0,0,0,9,0","0,0,0,0,0,0,0,0,0,0,2,0,0","42,35,24,34,24,10,24,51,32,14,28,0,16","109,142,46,132,29,31,112,194,116,21,132,51,127","13,13","60.38699809078587,62.13587934864906",6.0,6.0,0.0,Inspire Award Finalist
0,11192,Black Tigers,2016,Israel,True,"True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False","ASCENT_2,OBSERVATION_ZONE,ASCENT_2,ASCENT_3,ASCENT_3,ASCENT_2,ASCENT_2,ASCENT_2,NONE,ASCENT_1,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_1,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,2,0,1,0,0,0,0,1,1,0,1,1,2,1,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,3,0,0,0,0,1,0,1,1,2,1,1,3,2","0,0,1,0,2,2,4,1,1,3,0,0,2,0,2,3,2,4","5,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0","0,1,1,14,4,3,3,6,6,0,8,8,8,8,4,9,9,5","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,5,6,5,10,1,5,5,3,5,4,4,4,6,1,6,6,5","0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0","0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0","3,3,3,19,33,13,6,6,3,13,11,21,13,34,21,28,38,39","74,69,85,192,169,56,100,118,80,62,119,123,130,130,72,168,151,116","5,2","79.71666643388787,76.42016063113417",10.0,2.0,0.0,Inspire Award Winner
0,11226,Black Thunder,2016,Israel,False,"False,False,False,False,False,False,False,False,False,False,False,False,False,False","NONE,NONE,OBSERVATION_ZONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,1,1,0,0,0,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,1,0,1,0,1,1,0,0,1,0,0,0","0,0,3,0,1,1,0,0,0,0,0,0,1,4","1,0,0,0,2,1,0,0,1,0,0,0,0,0","6,6,5,10,3,7,7,11,4,13,9,8,9,4","0,0,0,0,0,0,0,0,0,0,3,0,0,0","0,6,1,6,7,0,7,6,0,0,0,2,3,0","1,0,0,0,0,0,1,0,0,0,2,0,3,0","0,0,0,0,0,0,0,1,0,0,0,0,0,1","0,18,13,8,10,8,18,18,0,0,10,16,8,8","52,123,62,140,107,65,129,148,39,104,93,87,119,43","6,24","60.47221539387629,46.38093823112509",7.0,5.0,0.0,
0,11443,ATOMIX 11443,2016,Israel,False,"True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False","ASCENT_2,ASCENT_1,NONE,ASCENT_2,NONE,NONE,ASCENT_2,NONE,ASCENT_2,ASCENT_2,ASCENT_1,ASCENT_3,ASCENT_2,ASCENT_1,OBSERVATION_ZONE,ASCENT_2,ASCENT_3,ASCENT_2","0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2","0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,3,2,3,3,1,0,0,1,4,3,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,1,3,1,2,2,0,0,3,4,0,2,2,2,2,2","0,1,0,1,4,0,1,1,1,1,1,1,1,1,0,2,0,2","1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1","7,1,12,5,0,5,6,4,7,8,18,9,7,10,11,4,6,6","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,0,1,4,8,1,5,4,2,1,6,10,0,9,2,7,8,9","1,0,1,1,1,0,1,0,3,1,1,1,4,0,0,1,0,0","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","13,3,32,14,34,37,41,47,24,10,33,45,8,55,44,28,28,24","108,13,109,107,95,53,118,77,96,94,224,207,77,178,111,128,161,164","7,6","37.644318098719104,93.46017013691761",9.0,3.0,0.0,Motivate Award Winner
0,11635,Quack Attack,2016,Israel,False,"True,True,True,True,False,True,False,False,False,False,True,False,False,True","OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_1,ASCENT_2,ASCENT_2,NONE,ASCENT_1","0,0,0,0,0,0,0,0,0,1,0,0,0,1","0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,0,0,0,1,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,0,0,0,2,2,0,1,1,0,0,1","4,0,0,0,0,2,5,0,2,2,0,1,1,3","0,0,4,3,0,2,0,0,0,2,3,2,0,0","1,4,0,0,1,0,1,0,5,0,1,1,4,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0","5,5,5,4,0,4,5,6,0,6,6,4,5,4","0,0,10,11,0,0,0,1,0,0,2,2,7,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","13,13,13,3,0,3,28,20,8,12,17,0,0,15","72,85,69,55,14,58,86,75,62,75,110,76,87,60","19,16","41.19862563810428,48.114424220726704",5.0,7.0,0.0,Think Award Winner
0,11567,Supernova,2016,Israel,False,"False,False,False,False,True,False,False,False,False,True,False,True,False","NONE,NONE,ASCENT_1,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,ASCENT_2,NONE,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,1,1,1,4,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,1,0,0","4,1,7,2,0,4,1,0,3,0,0,3,1","0,0,0,2,0,0,1,0,0,0,0,0,0","0,1,3,1,9,1,7,3,3,8,6,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,1,5,0,7,4,0","0,0,1,0,0,0,0,0,1,0,0,0,0","0,0,0,2,0,0,0,0,0,0,0,0,1","0,3,24,3,3,0,8,8,11,35,21,11,11","8,13,44,26,90,16,65,52,83,109,136,69,68","29,15","2.238369104995463,53.88612300796464",4.0,8.0,0.0,
0,12016,MISHMASH,2016,Israel,True,"True,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False","OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,3,2,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,2,1,1,3,1,3,3,3,4,4,4,3,3,4,4,4,3,5","3,0,0,0,2,0,0,0,2,1,3,0,0,1,0,0,0,1,0","0,5,1,0,0,8,0,0,0,7,0,0,0,1,0,0,0,0,0","1,0,2,5,4,0,13,13,10,2,0,3,8,13,6,13,10,10,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","7,7,5,1,10,8,10,9,11,11,13,12,10,5,12,12,11,9,11","1,1,0,0,0,2,0,0,1,0,1,5,1,1,0,0,2,2,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","23,20,10,13,33,10,57,41,43,44,40,40,33,30,46,67,67,49,74","90,108,73,53,169,118,207,197,200,174,142,150,170,166,174,227,190,175,193","1,1","86.5242408260644,165.93396730876043",12.0,0.0,0.0,"Winning Alliance Award Winners,Winning Alliance Award Winners,Connect Award Winner"
0,12201,TATOOINE,2016,Israel,False,"False,False,False,False,False,False,False,False,False,False,False,False","NONE,NONE,ASCENT_1,OBSERVATION_ZONE,NONE,ASCENT_1,ASCENT_1,OBSERVATION_ZONE,ASCENT_1,OBSERVATION_ZONE,ASCENT_1,OBSERVATION_ZONE","0,0,0,0,0,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,1,3,1,1,0,3","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,3,0,0,0,0,1,1,0,0","0,0,0,1,0,0,1,2,0,1,0,1","0,2,2,2,0,2,0,0,0,0,0,0","7,1,4,2,6,4,8,7,7,7,6,7","0,1,0,0,0,1,0,0,0,0,0,0","3,0,1,6,0,0,1,3,3,1,0,1","1,1,0,1,0,0,1,2,0,0,0,0","0,0,1,0,0,0,1,0,0,0,0,0","0,0,0,30,0,0,10,24,18,18,0,24","86,52,56,104,48,52,94,108,89,71,51,74","28,20","30.304386411071068,35.77400468201263",3.0,9.0,0.0,Design Award Winner
0,12363,OrangeFox,2016,Israel,True,"False,True,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True","NONE,OBSERVATION_ZONE,NONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,NONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,4,1,1,3,2,4,2,3,3,1,4,1,0,3,3,0,3,4,3,4,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,4,0,1,1,0,1,1,2,4,4,1,4,2,3,2,3,3,2","0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0","8,7,1,10,13,4,9,9,7,10,11,14,11,9,2,19,7,14,17,14,15,16","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,8,1,6,8,7,3,10,8,8,1,7,10,10,8,8,9,11,7,9,8,7","8,1,0,0,0,2,0,7,0,1,1,0,0,1,0,1,0,2,1,3,1,0","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","21,35,8,8,67,16,45,26,27,37,21,58,51,45,34,70,23,57,58,60,68,50","111,142,49,140,206,105,110,207,144,166,101,194,194,207,99,254,149,237,236,217,218,204","3,5","80.84231205413101,137.05428769074652",10.0,2.0,0.0,"Finalist Alliance Award Winners,Finalist Alliance Award Winners,Rockwell Collins Innovate Award Winner"
0,12989,Super Cow,2017,Israel,True,"False,False,False,False,True,True,True,True,False,False,True,True","OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,ASCENT_1,ASCENT_1,NONE","0,0,0,0,0,3,0,0,0,1,0,0","0,0,0,0,0,0,0,1,0,0,0,0","0,0,0,0,0,0,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,0,0,1,0","0,0,0,0,0,2,2,0,0,5,4,0","2,2,0,0,0,1,0,1,1,0,0,0","5,1,5,5,8,2,1,1,3,1,6,7","0,0,0,0,0,0,0,0,0,0,0,0","0,5,1,0,0,1,0,0,0,5,1,2","3,0,1,3,0,2,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,3,13,3,3,9,3,7,11,2,21,3","51,69,53,43,67,52,12,30,46,74,72,91","15,29","14.600253361245356,14.2804667871034",4.0,8.0,0.0,
0,13146,Makers Assemble,2017,Israel,False,"True,True,True,True,True,True,False,False,False,True,True,True","NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,ASCENT_1,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE","0,0,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,4,1,0,0,0","0,4,1,2,4,7,2,3,3,0,1,0","1,0,0,0,0,0,2,0,0,7,0,6","4,3,0,6,1,0,0,0,2,0,3,0","0,0,1,0,0,3,0,0,0,0,0,0","1,0,0,5,2,1,1,13,2,4,5,1","0,0,0,0,2,0,2,1,0,0,0,1","0,0,0,1,0,0,0,0,0,0,0,0","3,3,3,16,3,5,0,40,10,3,6,7","46,35,11,105,42,45,25,142,60,74,82,52","22,23","31.654283490362747,24.361614824383732",4.0,8.0,0.0,Motivate Award Winner
0,13452,BTJ,2017,Israel,False,"False,False,True,False,False,True,False,False,False,False,False,False","ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_3,ASCENT_2,ASCENT_2,ASCENT_2","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,1,0,1,2,4,3,1,0","0,0,0,0,0,0,0,0,0,0,0,1","0,1,0,1,0,1,0,1,0,0,0,0","1,0,0,1,1,3,0,0,0,2,0,0","0,0,0,0,0,1,0,0,0,0,0,0","2,3,4,4,5,1,6,6,8,7,6,6","0,0,0,0,0,0,0,0,0,0,0,1","0,7,2,5,5,1,1,1,0,1,4,2","1,0,0,1,3,1,2,2,0,1,0,2","0,0,0,0,0,0,0,0,0,0,0,0","3,18,3,21,11,13,8,29,35,24,8,6","36,112,67,102,110,46,76,76,109,85,106,92","11,28","45.560650691241875,63.09350026794922",5.0,7.0,0.0,
0,14028,Orbit 10,2017,Israel,True,"False,False,True,True,True,True,True,True,True,False,True,False,False,False","NONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,NONE","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,1,4,1,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,3,1,4,2,3","0,2,0,4,1,0,3,1,2,0,1,0,2,0","0,0,0,0,0,0,0,0,2,0,0,0,0,0","0,0,4,0,5,16,3,4,0,6,7,5,6,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0","7,0,2,3,5,1,5,8,3,9,5,7,6,7","0,0,1,0,3,1,1,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","13,3,11,3,11,35,11,3,3,30,13,40,23,30","73,7,55,44,110,144,83,120,60,144,114,128,112,121","17,8","31.084414533141643,53.51066764663121",8.0,4.0,0.0,
0,14029,Orbit Vikings,2017,Israel,True,"False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True","NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,ASCENT_3,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,3,1,1,0,4,0,1,0,0,4,4,4,4,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,1,1,1,1,1,1,1,0,1,1,4,2,1,1,1,1","0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0","0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0","7,11,9,8,3,11,7,11,0,12,4,6,5,17,12,14,15,12,14","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","3,2,7,2,7,4,7,6,6,7,8,7,4,8,8,9,10,9,5","1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0","0,0,20,13,10,36,18,18,10,45,3,21,13,43,55,45,45,45,45","86,126,148,90,107,137,129,148,75,184,120,136,119,234,194,220,238,204,180","5,7","65.38720953392536,80.65569270043434",10.0,2.0,0.0,
0,15298,RoboTen,2018,Israel,False,"False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False","NONE,NONE,OBSERVATION_ZONE,NONE,NONE,OBSERVATION_ZONE,NONE,NONE,NONE,NONE,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,NONE,ASCENT_3,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,4,3,3,4,4,3,4,3,4,3,3,4,4,2,4,4,4,4,4,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,1,0,1,0,0,0,0,0,0,4,1,0,2,1,1,1,1","0,0,7,2,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","13,4,3,11,12,16,16,17,17,16,15,7,12,13,5,14,12,14,15,12,14","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,4,1,3,0,0,3,0,3,0,8,1,0,8,9,10,9,5","2,0,1,1,3,1,0,0,1,0,0,2,0,0,11,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","32,32,24,34,42,35,37,32,24,32,24,24,32,72,26,32,55,45,45,45,45","107,35,44,132,139,144,161,139,139,161,138,108,116,214,63,145,194,220,238,204,180","20,10","105.21738278946572,110.41513730565269",6.0,6.0,0.0,Inspire Award Winner
0,14872,Orbit Knights,2018,Israel,False,"False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","NONE,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_3,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_2,ASCENT_3,ASCENT_2,ASCENT_2","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,3,0,4,4,4,0,0,4,0,3,0,4,2,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,1,5,3,4,4,4,5,3,4,3,3,5,4,4,3,4,2","0,2,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,1","0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3","14,9,16,12,13,16,16,17,17,17,18,19,18,19,17,20,19,17","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","5,3,6,4,8,4,6,9,9,6,6,7,5,8,8,8,8,7","3,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0","0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0","40,13,53,33,67,43,78,88,68,45,33,68,53,70,43,65,61,58","165,124,210,170,206,186,206,258,271,216,224,244,214,254,234,275,254,250","1,1","185.9577508556747,202.71509407989222",12.0,0.0,0.0,"Winning Alliance Award Winners,Winning Alliance Award Winners"
0,15141,AM.I.T ASHDOD,2018,Israel,False,"False,False,False,False,False,False,False,False,False,False,False,False","NONE,NONE,NONE,NONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,NONE","0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,1,0,0,3,3,2,3,2,3","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,1,1,0,0,1,2","4,0,1,0,2,0,0,0,0,2,5,0","0,0,0,0,0,3,1,0,0,0,0,0","0,11,0,9,3,0,7,15,6,7,5,11","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,1,0,8,1,0,1,1,2","0,0,0,0,2,0,1,0,0,1,11,0","0,0,0,0,0,0,0,0,0,0,0,0","0,32,0,8,0,0,34,34,21,24,26,44","8,88,32,72,41,12,143,148,54,85,63,111","25,17","18.0741574030322,40.83473430335391",4.0,8.0,0.0,
0,15637,Fata Morgana,2018,Israel,False,"True,False,False,True,False,True,False,True,True,True,True,True,False,False,True,False","NONE,NONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,NONE,NONE,NONE,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,NONE,NONE,NONE","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,1,2,3,3,3,3,3,3,2,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,1,2,0,0,0,0,1,4,4,3,5","0,4,0,3,0,3,5,0,1,0,1,1,0,0,1,0","1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0","0,3,2,3,1,3,1,12,5,11,11,13,13,10,10,10","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,5,0,0,1,5,4,3,0,0,1,12,11,9,11","1,0,0,1,0,0,0,1,0,1,3,1,0,2,2,0","2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,3,10,6,0,13,28,22,27,27,27,40,67,67,49,74","24,35,73,36,14,46,86,136,75,92,93,119,227,190,175,193","21,14","1.8906627621129475,88.29549871462424",5.0,7.0,0.0,Winning Alliance Award Winners
0,15811,boosteam,2018,Israel,False,"False,False,False,False,False,False,False,True,True,True,False,False","NONE,ASCENT_3,NONE,ASCENT_1,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE","0,0,0,0,1,0,0,2,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,2,0,4,0,0,0","0,0,0,0,0,0,1,0,1,1,0,1","0,0,0,0,0,1,0,0,0,0,1,0","2,0,3,4,1,3,0,2,1,0,0,0","0,2,0,0,3,1,0,1,0,0,0,0","4,1,5,0,0,1,15,1,12,5,5,6","1,1,0,0,0,0,1,1,1,1,1,1","0,0,0,3,0,1,3,3,0,0,4,2","1,1,1,0,0,1,1,0,3,0,0,2","0,0,0,0,0,0,0,0,0,0,0,0","0,0,24,3,2,13,25,7,44,9,13,6","42,52,46,44,17,46,174,70,122,52,119,92","18,14","7.989452220768408,44.179265073324835",6.0,6.0,0.0,
0,16473,SciFighters,2019,Israel,False,"True,False,False,False,False,False,False,False,False,False,True,False,False,False,False","OBSERVATION_ZONE,ASCENT_1,NONE,OBSERVATION_ZONE,ASCENT_1,OBSERVATION_ZONE,OBSERVATION_ZONE,ASCENT_1,OBSERVATION_ZONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE,OBSERVATION_ZONE,ASCENT_1,ASCENT_1","0,0,1,0,0,0,1,0,0,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,2,3,2,3,3,4,4,0,2,2,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,2,2,0,0,0,2,0,3,0","1,3,3,1,0,0,1,1,1,0,0,3,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,4,0,2,5,6,4,7,4,8,0,8,9,7","0,0,0,0,2,0,0,0,0,0,0,0,0,0,0","0,3,6,2,0,1,5,4,2,3,1,5,2,7,1","1,1,0,0,1,0,1,0,3,1,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,10,21,0,16,37,41,47,24,32,35,22,16,46,24","36,39,101,28,34,53,118,77,96,62,92,59,87,148,74","15,18","32.61056845816095,73.02776431113762",5.0,7.0,0.0,Think Award Finalist
0,17056,Mechanic Makers,2019,Israel,False,"False,False,False,False,False,False,False,False,False,False,False,False","NONE,OBSERVATION_ZONE,NONE,NONE,NONE,NONE,OBSERVATION_ZONE,NONE,NONE,NONE,OBSERVATION_ZONE,OBSERVATION_ZONE","0,0,0,0,0,0,1,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,1,1,2,0,1,0,1,1,2","0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,1,0,4,2,2,0,0,0","1,0,0,0,0,0,1,2,3,0,0,7","2,1,0,0,0,0,0,0,0,0,0,0","3,7,4,9,8,4,17,5,0,1,6,10","0,0,0,0,0,0,0,0,0,0,0,0","0,3,2,0,7,7,6,8,5,0,4,0","0,1,1,0,0,2,0,1,0,7,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,13,11,8,21,16,45,30,22,8,8,16","37,108,55,72,137,105,216,127,59,23,106,127","12,19","56.08084903501048,44.14465909086946",6.0,6.0,0.0,
